SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3
101700,0,Cash loans,F,N,N,0,46000.0,766500.0,57480.0,720600.0,Family,Working,Higher education,Single / not married,House / apartment,-11490,-9540,-7534,-6982,0.2076,0.1862,0.796
101701,1,Cash loans,F,Y,N,0,463000.0,479500.0,34230.0,456800.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,-21855,-7775,-9693,-2440,0.0321,0.5019,0.2495
101702,0,Cash loans,F,Y,Y,0,212000.0,218500.0,9720.0,201000.0,Children,Working,Secondary / secondary special,Widow,House / apartment,-16700,-7877,-7422,-108,0.4642,0.7589,0.4021
101703,0,Cash loans,F,N,N,0,228000.0,640000.0,35360.0,576300.0,Family,State servant,Higher education,Civil marriage,House / apartment,-22696,-4443,-6202,-4454,0.4093,0.0106,0.3933
101704,0,Cash loans,F,N,N,0,129000.0,86500.0,6140.0,81600.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-18314,-8303,-519,-955,0.4096,0.6699,0.8243
101705,0,Revolving loans,M,N,Y,0,122000.0,352000.0,19960.0,350800.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19185,-3707,-388,-3360,0.2063,0.2605,0.7223
101706,0,Cash loans,F,N,Y,0,42000.0,674500.0,53210.0,616500.0,Unaccompanied,State servant,Secondary / secondary special,Married,With parents,-20580,-9028,-587,-3489,0.9004,0.1695,0.0641
101707,0,Cash loans,M,N,Y,2,148000.0,654000.0,45410.0,594300.0,Family,Working,Secondary / secondary special,Married,House / apartment,-21769,-609,-3497,-317,0.0133,0.2677,0.0731
101708,0,Cash loans,F,Y,Y,3,68000.0,109500.0,4450.0,100700.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,-23104,-9560,-11253,-340,0.8481,0.9188,0.5281
101709,0,Cash loans,M,N,Y,0,592000.0,902000.0,67830.0,777000.0,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,-12056,-6194,-7669,-5436,0.7027,0.8484,0.4121
101710,0,Revolving loans,M,Y,Y,0,264000.0,845000.0,37210.0,788400.0,Family,Working,Secondary / secondary special,Married,House / apartment,-13325,-5845,-2571,-4444,0.1717,0.2109,0.269
101711,0,Cash loans,F,N,Y,1,105000.0,158500.0,7230.0,142500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-14755,-4916,-8471,-2074,0.4539,0.12,0.7551
101712,0,Cash loans,M,N,N,0,50000.0,1417500.0,98350.0,1230700.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,-17797,-3142,-11308,-637,0.9395,0.3523,0.1309
101713,0,Cash loans,F,N,Y,0,256000.0,189500.0,14140.0,174300.0,Family,Working,Secondary / secondary special,Married,House / apartment,-8362,-5010,-6708,-4496,0.6151,0.5668,0.9256
101714,0,Cash loans,M,N,Y,0,45000.0,1289000.0,79210.0,1096300.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-17339,-6672,-11664,-6459,0.1297,0.8251,0.0327
101715,0,Revolving loans,M,N,Y,0,56000.0,45500.0,2350.0,41400.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-16874,-1158,-10176,-5678,0.4402,0.9181,0.1211
101716,1,Cash loans,F,Y,Y,0,61000.0,1328500.0,71810.0,1150300.0,Unaccompanied,State servant,Higher education,Married,House / apartment,-22013,-4400,-10473,-4463,0.4501,0.7161,0.3026
101717,0,Cash loans,F,N,Y,0,147000.0,73500.0,3950.0,62700.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-13366,-9181,-8996,-2390,0.7641,0.5731,0.4886
101718,0,Cash loans,F,Y,Y,0,257000.0,1147500.0,60890.0,1117300.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-12984,-5603,-8266,-6836,0.8712,0.1438,0.2132
101719,1,Cash loans,F,N,Y,0,82000.0,571500.0,28410.0,564300.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-18214,-3052,-2985,-5484,0.0873,0.0796,0.702
101720,0,Cash loans,F,Y,N,0,38000.0,1119000.0,72010.0,986000.0,Unaccompanied,Working,Higher education,Married,House / apartment,-14138,-5796,-709,-3988,0.3052,0.5703,0.3461
101721,0,Cash loans,F,N,N,0,119000.0,629500.0,47850.0,586000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-9287,-7710,-3662,-4999,0.2905,0.5167,0.0462
101722,0,Cash loans,F,Y,Y,1,232000.0,148000.0,7740.0,132000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-11367,-2844,-4630,-5192,0.9463,0.8053,0.8351
101723,0,Revolving loans,M,N,N,0,63000.0,1161500.0,55130.0,1073300.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-11404,-9800,-1430,-3193,0.5357,0.3132,0.8972
101724,0,Cash loans,F,Y,N,0,62000.0,148500.0,10920.0,136000.0,Unaccompanied,Pensioner,Lower secondary,Married,House / apartment,-19615,-7737,-4991,-3936,0.837,0.0473,0.5914
101725,0,Cash loans,F,Y,Y,0,466000.0,1386500.0,96600.0,1234500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-22458,-3133,-5067,-4281,0.4105,0.4083,0.7681
101726,0,Revolving loans,F,N,N,0,487000.0,119000.0,9190.0,113700.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-16177,-6134,-8838,-6979,0.6894,0.921,0.1238
101727,0,Cash loans,F,N,N,0,723000.0,742500.0,34620.0,645200.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-20169,-9424,-2038,-2366,0.2794,0.7578,0.2627
101728,1,Cash loans,F,N,Y,1,272000.0,1097000.0,50210.0,941200.0,Family,Working,Secondary / secondary special,Married,House / apartment,-19358,-1301,-4133,-3002,0.8671,0.0417,0.3157
101729,0,Cash loans,F,Y,Y,0,56000.0,617000.0,38040.0,595500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-18317,-348,-5351,-4689,0.4378,0.8322,0.9131
101730,0,Cash loans,M,N,Y,0,61000.0,361000.0,23310.0,342900.0,Unaccompanied,Working,Higher education,Married,House / apartment,-11034,-8103,-2215,-1565,0.7655,0.4534,0.4915
101731,0,Cash loans,M,N,Y,1,87000.0,1149500.0,68060.0,1063000.0,Family,Pensioner,Secondary / secondary special,Married,Rented apartment,-24925,-5376,-3356,-792,0.2505,0.3529,0.017
101732,0,Revolving loans,F,N,N,0,82000.0,1186000.0,75850.0,1091300.0,Children,Working,Secondary / secondary special,Married,House / apartment,-10800,-8521,-102,-3704,0.662,0.3359,0.3674
101733,0,Cash loans,M,N,Y,0,495000.0,1387500.0,65510.0,1282900.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-19630,-2775,-8336,-2400,0.3908,0.5694,0.0173
101734,0,Cash loans,F,Y,N,0,258000.0,592500.0,35070.0,542500.0,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,-13030,-9576,-8946,-354,0.0396,0.5088,0.2335
101735,0,Cash loans,M,N,N,0,218000.0,781500.0,51830.0,710300.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-10561,-2975,-6803,-4201,0.3982,0.6272,0.4374
101736,0,Cash loans,M,N,Y,1,56000.0,573500.0,32870.0,530500.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19629,-8612,-4461,-3895,0.527,0.5492,0.314
101737,0,Cash loans,F,Y,Y,0,385000.0,419000.0,28150.0,389400.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,-12125,-7394,-6296,-4513,0.1527,0.1453,0.0408
101738,0,Cash loans,F,N,Y,0,289000.0,1138000.0,66060.0,1085400.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-9281,-127,-6565,-4017,0.1829,0.2518,0.1194
101739,0,Cash loans,F,Y,Y,1,52000.0,539000.0,28750.0,515700.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-24331,-609,-6462,-4737,0.447,0.8006,0.5278
101740,0,Cash loans,F,N,Y,0,332000.0,668000.0,34830.0,605600.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,-23176,-740,-10022,-2252,0.3322,0.6335,0.6639
101741,0,Revolving loans,M,N,Y,0,73000.0,632500.0,35700.0,576900.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,-9282,-3350,-11901,-564,0.4243,0.4315,0.3903
101742,0,Cash loans,F,N,Y,0,38000.0,1082000.0,44280.0,980400.0,Unaccompanied,Working,Higher education,Married,House / apartment,-12555,-3847,-82,-3453,0.4432,0.1816,0.6976
101743,0,Cash loans,M,Y,N,0,185000.0,1380500.0,92140.0,1284500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-18049,-2819,-9503,-1302,0.1417,0.0172,0.1635
101744,0,Cash loans,M,N,Y,3,184000.0,1015000.0,74910.0,931800.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-9319,-4003,-7963,-6332,0.1803,0.3032,0.1247
101745,0,Cash loans,F,N,Y,1,40000.0,731000.0,39610.0,718900.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-11974,-5105,-5990,-1750,0.8073,0.0616,0.7991
101746,0,Cash loans,M,N,Y,0,83000.0,1178500.0,49310.0,1124800.0,Children,Working,Secondary / secondary special,Married,With parents,-15371,-9603,-11531,-2590,0.163,0.4633,0.3289
101747,0,Cash loans,M,N,N,0,765000.0,977500.0,77680.0,962600.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-14280,-3436,-5752,-257,0.636,0.7825,0.4163
101748,0,Cash loans,M,Y,Y,0,195000.0,133000.0,6720.0,127200.0,Unaccompanied,Pensioner,Higher education,Civil marriage,House / apartment,-18056,-9782,-11886,-6596,0.4034,0.2783,0.9007
101749,0,Cash loans,M,N,Y,0,221000.0,184000.0,8290.0,183200.0,Unaccompanied,State servant,Incomplete higher,Civil marriage,House / apartment,-16512,-1518,-6222,-1595,0.9201,0.8069,0.4087
101750,0,Cash loans,M,Y,N,0,61000.0,100000.0,5480.0,94500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-22514,-7699,-11639,-6221,0.0721,0.6723,0.0133
101751,0,Cash loans,F,N,Y,0,37000.0,709500.0,49340.0,705600.0,Unaccompanied,Pensioner,Higher education,Married,With parents,-17514,-9750,-3668,-1046,0.7906,0.1277,0.8917
101752,0,Revolving loans,M,Y,Y,1,74000.0,1246500.0,64510.0,1089100.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-10975,-3559,-1615,-6646,0.472,0.6159,0.0233
101753,0,Cash loans,F,N,Y,1,68000.0,500500.0,31530.0,429400.0,Unaccompanied,Pensioner,Higher education,Civil marriage,With parents,-9079,-5004,-4246,-2232,0.015,0.1526,0.6325
101754,0,Cash loans,M,N,N,0,65000.0,604000.0,34200.0,565900.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,-11837,-7412,-10995,-2594,0.2578,0.6255,0.3135
101755,1,Cash loans,M,N,Y,0,57000.0,1368500.0,61190.0,1365100.0,Unaccompanied,Working,Higher education,Married,House / apartment,-24557,-7442,-2062,-4077,0.3932,0.1442,0.4522
101756,0,Cash loans,F,Y,Y,0,153000.0,1262500.0,67180.0,1152200.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-19142,-9629,-8971,-3584,0.3053,0.379,0.5244
101757,1,Cash loans,F,N,Y,1,85000.0,1012500.0,69860.0,892800.0,Family,Working,Higher education,Married,Rented apartment,-20282,-5348,-7555,-1640,0.3507,0.5426,0.394
101758,0,Cash loans,F,Y,N,1,283000.0,433000.0,27920.0,401900.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-18408,-3181,-1058,-1711,0.8717,0.0574,0.7379
101759,0,Cash loans,F,Y,Y,2,55000.0,215500.0,9650.0,204100.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-16519,-446,-2398,-48,0.3493,0.1541,0.8849
101760,0,Cash loans,F,N,Y,0,119000.0,68500.0,3190.0,61500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-11181,-216,-11196,-167,0.4037,0.3112,0.0912
101761,0,Cash loans,M,N,N,0,27000.0,200500.0,13160.0,191900.0,"Spouse, partner",Working,Higher education,Single / not married,Municipal apartment,-17001,-9712,-2330,-1853,0.7255,0.4446,0.7622
101762,0,Cash loans,M,N,Y,0,124000.0,470500.0,34130.0,468700.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-16734,-3182,-1759,-3854,0.7562,0.817,0.131
101763,0,Cash loans,M,N,N,0,34000.0,848000.0,45770.0,834900.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,-18409,-1731,-427,-3741,0.089,0.186,0.0855
101764,0,Cash loans,F,Y,N,0,596000.0,138000.0,8810.0,123300.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-12949,-2099,-5377,-2068,0.6718,0.3366,0.9085
101765,0,Cash loans,M,N,N,0,260000.0,243000.0,11380.0,218500.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,-19273,-8159,-5029,-391,0.4636,0.4572,0.4699
101766,0,Cash loans,M,N,Y,0,126000.0,308500.0,16180.0,279400.0,"Spouse, partner",Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14617,-7369,-3876,-2950,0.1358,0.288,0.1534
101767,0,Cash loans,F,N,Y,0,39000.0,964500.0,39360.0,876900.0,Children,Pensioner,Secondary / secondary special,Married,House / apartment,-24717,-8232,-10682,-5224,0.2588,0.5982,0.5458
101768,0,Cash loans,F,N,N,0,160000.0,941000.0,66560.0,814000.0,Unaccompanied,Working,Higher education,Married,House / apartment,-18331,-6198,-2116,-5752,0.0523,0.2512,0.2574
101769,0,Cash loans,F,N,N,0,238000.0,846500.0,47440.0,816300.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-23895,-9098,-10513,-5823,0.3486,0.736,0.4465
101770,0,Cash loans,M,Y,Y,0,57000.0,409500.0,29750.0,370500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-21263,-7103,-559,-1449,0.2501,0.4848,0.5972
101771,0,Cash loans,F,N,N,0,151000.0,585000.0,39980.0,574500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-12808,-1791,-5441,-228,0.3692,0.0911,0.8271
101772,0,Revolving loans,M,Y,Y,0,277000.0,185500.0,13570.0,183500.0,Children,Working,Higher education,Married,House / apartment,-12317,-2804,-9577,-6127,0.5555,0.5994,0.0129
101773,0,Cash loans,F,N,Y,0,244000.0,374500.0,19260.0,319700.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-15422,-5640,-2617,-3252,0.6984,0.5451,0.2113
101774,1,Cash loans,M,N,Y,0,269000.0,1351000.0,64040.0,1348700.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-18568,-3535,-10146,-351,0.579,0.3283,0.1005
101775,0,Cash loans,F,N,N,3,342000.0,1470500.0,115990.0,1406500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-21718,-8502,-589,-2272,0.6477,0.0205,0.1013
101776,0,Revolving loans,F,N,Y,0,441000.0,987500.0,67830.0,916500.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,-17691,-9982,-498,-4037,0.8237,0.1987,0.899
101777,0,Cash loans,F,N,Y,0,103000.0,1379000.0,101170.0,1252700.0,Children,Commercial associate,Higher education,Married,House / apartment,-11362,-1877,-6347,-233,0.8314,0.3914,0.8899
101778,0,Cash loans,F,Y,N,0,151000.0,980000.0,39710.0,909200.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-21346,-3247,-7904,-265,0.8191,0.1979,0.7143
101779,0,Cash loans,M,Y,Y,1,260000.0,93500.0,5070.0,84000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-14648,-8157,-11014,-857,0.154,0.5528,0.6145
101780,0,Cash loans,F,N,Y,0,204000.0,1495500.0,104260.0,1410900.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-15242,-2599,-9721,-6457,0.246,0.6796,0.8071
101781,0,Cash loans,M,N,Y,0,836000.0,189000.0,8150.0,163300.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15245,-786,-9830,-498,0.4822,0.8147,0.0649
101782,0,Cash loans,F,N,Y,0,27000.0,1038000.0,65080.0,979000.0,Family,Working,Secondary / secondary special,Married,Municipal apartment,-8793,-5166,-9324,-876,0.3472,0.6182,0.1223
101783,0,Cash loans,F,Y,N,1,91000.0,413000.0,23610.0,368100.0,Children,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-19999,-9221,-7432,-2258,0.1338,0.6577,0.3081
101784,0,Cash loans,F,N,N,1,74000.0,615500.0,25050.0,524800.0,"Spouse, partner",Commercial associate,Higher education,Separated,House / apartment,-9728,-9606,-5956,-4194,0.2805,0.5819,0.7925
101785,0,Cash loans,F,Y,Y,0,71000.0,985000.0,48700.0,918900.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-18487,-2933,-4483,-1644,0.9269,0.9364,0.4539
101786,0,Cash loans,M,N,N,1,63000.0,680000.0,34950.0,637000.0,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,-22425,-2345,-8607,-5507,0.3361,0.2553,0.4834
101787,0,Cash loans,F,N,Y,1,210000.0,409500.0,18210.0,374300.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-23996,-1285,-4996,-2392,0.4038,0.2603,0.2255
101788,0,Cash loans,M,Y,Y,0,38000.0,531500.0,34690.0,457500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-17934,-2564,-1591,-3324,0.016,0.1288,0.6195
101789,0,Cash loans,M,N,Y,0,228000.0,542000.0,26940.0,533300.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,-13986,-8675,-4407,-2951,0.6862,0.4665,0.8446
101790,0,Revolving loans,F,N,Y,0,202000.0,1441000.0,73640.0,1357000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-7303,-1621,-3883,-4619,0.3987,0.1004,0.3197
101791,0,Cash loans,F,N,Y,1,68000.0,1207000.0,91650.0,1046900.0,Unaccompanied,Working,Higher education,Married,With parents,-14361,-1079,-1607,-6261,0.107,0.2639,0.592
101792,0,Cash loans,M,N,Y,0,69000.0,712000.0,41780.0,659800.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,-16377,-4277,-3724,-2647,0.9204,0.4637,0.322
101793,0,Cash loans,M,N,Y,3,174000.0,335500.0,18680.0,310200.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-19680,-3710,-7555,-4951,0.7408,0.9101,0.7552
101794,0,Cash loans,M,N,Y,0,240000.0,1225000.0,84470.0,1052300.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,-23875,-7571,-9907,-2256,0.6926,0.916,0.4565
101795,0,Cash loans,F,Y,Y,0,339000.0,273500.0,20890.0,257400.0,Family,Working,Secondary / secondary special,Single / not married,With parents,-9680,-5800,-202,-1432,0.9104,0.7091,0.3291
101796,0,Cash loans,M,N,Y,1,312000.0,351000.0,14390.0,340900.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-24919,-7673,-3854,-480,0.393,0.3759,0.4048
101797,0,Cash loans,F,Y,N,0,527000.0,577500.0,33450.0,555800.0,Unaccompanied,Working,Higher education,Civil marriage,With parents,-15062,-2053,-8301,-2970,0.6854,0.8233,0.0958
101798,0,Cash loans,M,N,Y,0,156000.0,1326000.0,85440.0,1167500.0,Family,Working,Secondary / secondary special,Single / not married,House / apartment,-20214,-5646,-768,-1665,0.2038,0.8329,0.8242
101799,0,Cash loans,M,N,Y,0,384000.0,236500.0,12470.0,231600.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-18525,-9776,-138,-328,0.6653,0.8656,0.9106
101800,0,Cash loans,F,N,N,0,273000.0,223000.0,15810.0,201000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,-20160,-983,-220,-3254,0.0232,0.6116,0.4588
101801,1,Cash loans,F,N,N,0,363000.0,763500.0,60210.0,757400.0,Unaccompanied,Working,Higher education,Married,House / apartment,-9703,-4923,-7356,-6073,0.1287,0.1997,0.2181
101802,0,Revolving loans,F,N,Y,0,27000.0,447000.0,34750.0,384800.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-13321,-223,-9052,-416,0.4097,0.0956,0.6348
101803,0,Cash loans,F,Y,Y,0,532000.0,872500.0,44180.0,805300.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-14034,-625,-3927,-2301,0.0214,0.8699,0.4352
101804,0,Revolving loans,M,N,Y,3,121000.0,702000.0,34440.0,659600.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,-19783,-2186,-2387,-944,0.4442,0.0622,0.2472
101805,0,Cash loans,F,N,Y,3,265000.0,678000.0,53090.0,601500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-9669,-6511,-2525,-2052,0.5014,0.2881,0.0461
101806,0,Revolving loans,F,N,N,0,45000.0,208000.0,12140.0,200900.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-9767,-6199,-5054,-2350,0.5943,0.4677,0.8463
101807,0,Cash loans,F,Y,N,1,101000.0,250000.0,12080.0,236000.0,Unaccompanied,Commercial associate,Lower secondary,Married,House / apartment,-17426,-9668,-9637,-979,0.1044,0.0307,0.7589
101808,0,Cash loans,M,Y,Y,0,73000.0,1239500.0,84630.0,1056900.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-20907,-4506,-6956,-1656,0.1802,0.8625,0.7893
101809,0,Cash loans,F,N,N,0,77000.0,1334000.0,68540.0,1255600.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,-8559,-4235,-1609,-2654,0.5865,0.2799,0.4234
101810,0,Cash loans,F,N,Y,0,45000.0,386500.0,19590.0,357000.0,Unaccompanied,Working,Higher education,Married,House / apartment,-20268,-8126,-5443,-1451,0.6287,0.0368,0.7181
101811,0,Cash loans,F,N,Y,2,271000.0,210000.0,15790.0,184700.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-9354,-4976,-198,-3011,0.0343,0.944,0.5564
101812,0,Cash loans,M,N,N,2,26000.0,122500.0,5700.0,122400.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,-24217,-8872,-11055,-2783,0.5179,0.3027,0.3623
101813,0,Cash loans,M,N,Y,0,81000.0,930000.0,39600.0,915700.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-9419,-2093,-5984,-5346,0.7479,0.8342,0.8022
101814,0,Cash loans,F,N,N,0,54000.0,1086000.0,55130.0,970700.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-18157,-4625,-9352,-5773,0.075,0.4363,0.9488
101815,0,Cash loans,F,N,N,0,158000.0,587500.0,37760.0,547100.0,Unaccompanied,Working,Higher education,Married,House / apartment,-17678,-8748,-1369,-4003,0.3984,0.6333,0.8553
101816,1,Cash loans,F,N,N,0,69000.0,1034000.0,46450.0,928000.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,-9889,-9743,-3571,-1586,0.3169,0.2366,0.7396
101817,0,Cash loans,F,N,Y,0,70000.0,1082500.0,63720.0,1046000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-11719,-303,-10414,-389,0.8688,0.4827,0.7127
101818,0,Cash loans,F,Y,Y,0,126000.0,1406000.0,91520.0,1391300.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-14392,-4313,-488,-3728,0.1847,0.2522,0.6212
101819,0,Cash loans,M,Y,Y,1,184000.0,139500.0,10320.0,126100.0,Children,Commercial associate,Higher education,Single / not married,House / apartment,-14044,-6023,-3540,-849,0.3093,0.904,0.8124
101820,0,Cash loans,F,N,Y,0,44000.0,325000.0,15990.0,315500.0,"Spouse, partner",Pensioner,Secondary / secondary special,Single / not married,House / apartment,-9240,-6465,-11059,-818,0.8545,0.0673,0.4735
101821,0,Cash loans,M,N,Y,2,54000.0,144500.0,10500.0,133600.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-23756,-5092,-10619,-3635,0.3208,0.2682,0.1808
101822,0,Cash loans,F,N,N,0,68000.0,1308000.0,64610.0,1189600.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-21000,-6306,-10069,-4107,0.5095,0.8495,0.732
101823,0,Cash loans,M,N,Y,0,571000.0,1198000.0,80350.0,1186900.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-12657,-7601,-9056,-6480,0.0411,0.4612,0.8743
101824,0,Cash loans,M,Y,Y,1,101000.0,881000.0,50420.0,816300.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-8645,-7559,-2180,-2654,0.9358,0.5741,0.3309
101825,0,Cash loans,F,N,Y,1,162000.0,166500.0,7420.0,153200.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-17278,-2292,-11220,-3954,0.7854,0.6226,0.746
101826,0,Cash loans,F,Y,N,0,66000.0,442500.0,30340.0,420800.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20916,-5149,-11290,-6272,0.6063,0.0767,0.2673
101827,0,Cash loans,F,Y,Y,0,126000.0,478000.0,23280.0,425000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-16523,-2809,-3328,-4106,0.0671,0.0267,0.896
101828,1,Cash loans,F,N,Y,2,37000.0,861000.0,40520.0,773800.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-16722,-9474,-3634,-489,0.0804,0.8916,0.6525
101829,0,Cash loans,F,N,N,0,30000.0,420500.0,22850.0,416200.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-15902,-2928,-655,-2319,0.5223,0.2652,0.5451
101830,0,Cash loans,F,N,Y,0,120000.0,151000.0,9990.0,143700.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,-17797,-9250,-5986,-2928,0.278,0.3675,0.7431
101831,1,Cash loans,M,N,Y,0,101000.0,1108500.0,54720.0,1079700.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-21761,-4174,-9571,-3163,0.5954,0.6512,0.7744
101832,0,Cash loans,F,N,N,1,47000.0,480000.0,22730.0,427500.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,-10392,-6050,-235,-6152,0.5723,0.2321,0.8488
101833,0,Cash loans,M,N,Y,1,200000.0,703000.0,28400.0,654900.0,Unaccompanied,Working,Higher education,Married,House / apartment,-9891,-168,-988,-2934,0.7983,0.6991,0.8571
101834,0,Cash loans,F,Y,N,2,767000.0,231000.0,13600.0,230000.0,Children,Working,Secondary / secondary special,Separated,House / apartment,-9802,-1737,-1382,-1146,0.2745,0.4407,0.0595
